"","ID_CEPESP","ANO_ELEICAO","SIGLA_UE","UF","NUMERO_CANDIDATO","CODIGO_CARGO","NOME_CANDIDATO","DESC_SIT_TOT_TURNO","NUMERO_PARTIDO","NOME_PARTIDO","SIGLA_PARTIDO","TIPO_LEGENDA","COMPOSICAO_LEGENDA","SEQUENCIA_COLIGACAO","NOME_COLIGACAO","COMPOSICAO_COLIGACAO","IDENTIFICADOR_LEGENDA","COLIGACAO","ID_LEGENDA","NUM_PARTIDOS_COLIGACAO","TOTAL_VOTOS_LEGENDA","TOTAL_VOTOS_NOMINAIS","TOTAL_VOTOS_LEGENDA_PARTIDO_ISOLADO","TOTAL_VOTOS_PARTIDO","TOTAL_NOMINAIS_LEGENDA","TOTAL_VOTOS_LISTA","RANK_LISTA","RANK_PARTIDO","DISTANCIA_PARA_ULTIMO_ELEITO_EM_VOTOS","ULTIMO_ELEITO","DISTANCIA_ABSOLUTA_PARA_ULTIMO_ELEITO_EM_VOTOS","DISTANCIA_EM_VOTOS_PARA_N_MENOS_UM","SHARE_CANDIDATO_LISTA"
"1523","0009747","1998","RJ","RJ","7020","06","FRANCISCO SANTANA DO NASCIMENTO","SUPLENTE","70","PARTIDO TRABALHISTA DO BRASIL","PT DO B","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,3447,0,148984,231139,264597,15,11,45389,0,45389,-152,1.3
"1524","0009210","1998","RJ","RJ","3111","06","SONIA MARIA PINHO D  OLIVEIRA","SUPLENTE","31","PARTIDO DA SOLIDARIEDADE NACIONAL","PSN","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,3028,0,13736,231139,264597,16,2,45808,0,45808,-419,1.14
"1525","0009576","1998","RJ","RJ","1730","06","ROSANE DE ALMEIDA CAMPOS REBELO","SUPLENTE","17","PARTIDO SOCIAL LIBERAL","PSL","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,2694,0,10958,231139,264597,17,2,46142,0,46142,-334,1.02
"1526","0010573","1998","RJ","RJ","7012","06","FRANCISCO BORGES DO ROSARIO","SUPLENTE","70","PARTIDO TRABALHISTA DO BRASIL","PT DO B","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,2309,0,148984,231139,264597,18,12,46527,0,46527,-385,0.87
"1527","0010552","1998","RJ","RJ","3107","06","MAURO LOPES VIANNA","SUPLENTE","31","PARTIDO DA SOLIDARIEDADE NACIONAL","PSN","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,1939,0,13736,231139,264597,19,3,46897,0,46897,-370,0.73
"1528","0009732","1998","RJ","RJ","7026","06","PAULO DOS SANTOS FILHO","SUPLENTE","70","PARTIDO TRABALHISTA DO BRASIL","PT DO B","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,1936,0,148984,231139,264597,20,13,46900,0,46900,-3,0.73
"1529","0010319","1998","RJ","RJ","7064","06","ANTONIO LAPROVITA","SUPLENTE","70","PARTIDO TRABALHISTA DO BRASIL","PT DO B","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,1912,0,148984,231139,264597,21,14,46924,0,46924,-24,0.72
"1530","0010218","1998","RJ","RJ","7090","06","ANTENOR D AVILA DE ALMEIDA MARTINS","SUPLENTE","70","PARTIDO TRABALHISTA DO BRASIL","PT DO B","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,1794,0,148984,231139,264597,22,15,47042,0,47042,-118,0.68
"1531","0009504","1998","RJ","RJ","3131","06","JOVELINO RIBEIRO","SUPLENTE","31","PARTIDO DA SOLIDARIEDADE NACIONAL","PSN","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,1776,0,13736,231139,264597,23,4,47060,0,47060,-18,0.67
"1532","0008996","1998","RJ","RJ","1819","06","PAULO FERNANDO FERREIRA RODRIGUES","SUPLENTE","18","PARTIDO SOCIAL TRABALHISTA","PST","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,1710,0,1802,231139,264597,24,1,47126,0,47126,-66,0.65
"1533","0010528","1998","RJ","RJ","7007","06","FRANCISCO ROBERTO DUTRA DA ROSA","SUPLENTE","70","PARTIDO TRABALHISTA DO BRASIL","PT DO B","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,1691,0,148984,231139,264597,25,16,47145,0,47145,-19,0.64
"1534","0009166","1998","RJ","RJ","7070","06","EDSON TESSIER","SUPLENTE","70","PARTIDO TRABALHISTA DO BRASIL","PT DO B","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,1411,0,148984,231139,264597,26,17,47425,0,47425,-280,0.53
"1535","0009676","1998","RJ","RJ","7027","06","CREUSA DA SILVA MOREIRA","SUPLENTE","70","PARTIDO TRABALHISTA DO BRASIL","PT DO B","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,1279,0,148984,231139,264597,27,18,47557,0,47557,-132,0.48
"1536","0009454","1998","RJ","RJ","7015","06","NEWTON DE SOUZA RODRIGUES","SUPLENTE","70","PARTIDO TRABALHISTA DO BRASIL","PT DO B","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,1225,0,148984,231139,264597,28,19,47611,0,47611,-54,0.46
"1537","0010494","1998","RJ","RJ","7055","06","JOSIAS DE AZEVEDO","SUPLENTE","70","PARTIDO TRABALHISTA DO BRASIL","PT DO B","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,1161,0,148984,231139,264597,29,20,47675,0,47675,-64,0.44
"1538","0009751","1998","RJ","RJ","4343","06","PAULO GALLIAÇO PRATA","SUPLENTE","43","PARTIDO VERDE","PV","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,1029,0,55659,231139,264597,30,3,47807,0,47807,-132,0.39
"1539","0010354","1998","RJ","RJ","7017","06","ANGELINA DOS SANTOS PINHEIRO","SUPLENTE","70","PARTIDO TRABALHISTA DO BRASIL","PT DO B","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,991,0,148984,231139,264597,31,21,47845,0,47845,-38,0.37
"1540","0009493","1998","RJ","RJ","7040","06","JOAQUIM BARBOSA BATISTA","SUPLENTE","70","PARTIDO TRABALHISTA DO BRASIL","PT DO B","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,967,0,148984,231139,264597,32,22,47869,0,47869,-24,0.37
"1541","0010277","1998","RJ","RJ","7034","06","PAULO CESAR AUGUSTO","SUPLENTE","70","PARTIDO TRABALHISTA DO BRASIL","PT DO B","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,881,0,148984,231139,264597,33,23,47955,0,47955,-86,0.33
"1542","0009152","1998","RJ","RJ","7013","06","PAULO ROBERTO DE SÁ","SUPLENTE","70","PARTIDO TRABALHISTA DO BRASIL","PT DO B","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,850,0,148984,231139,264597,34,24,47986,0,47986,-31,0.32
"1543","0010261","1998","RJ","RJ","3132","06","DILAIR ELETHERIO LAGARES","SUPLENTE","31","PARTIDO DA SOLIDARIEDADE NACIONAL","PSN","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,829,0,13736,231139,264597,35,5,48007,0,48007,-21,0.31
"1544","0009218","1998","RJ","RJ","7044","06","AFONSO DE ALBUQUERQUE REIS E SILVA NETO","SUPLENTE","70","PARTIDO TRABALHISTA DO BRASIL","PT DO B","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,823,0,148984,231139,264597,36,25,48013,0,48013,-6,0.31
"1545","0009833","1998","RJ","RJ","7092","06","ANTONIO FERREIRA PEDREGAL","SUPLENTE","70","PARTIDO TRABALHISTA DO BRASIL","PT DO B","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,797,0,148984,231139,264597,37,26,48039,0,48039,-26,0.3
"1546","0010423","1998","RJ","RJ","7050","06","EDGARD LOPES CRESPO FILHO","SUPLENTE","70","PARTIDO TRABALHISTA DO BRASIL","PT DO B","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,768,0,148984,231139,264597,38,27,48068,0,48068,-29,0.29
"1547","0009293","1998","RJ","RJ","7035","06","JOSIAS PEREIRA DA SILVA","SUPLENTE","70","PARTIDO TRABALHISTA DO BRASIL","PT DO B","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,699,0,148984,231139,264597,39,28,48137,0,48137,-69,0.26
"1548","0009003","1998","RJ","RJ","7043","06","EDMAR DA SILVA FERREIRA","SUPLENTE","70","PARTIDO TRABALHISTA DO BRASIL","PT DO B","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,651,0,148984,231139,264597,40,29,48185,0,48185,-48,0.25
"1549","0009688","1998","RJ","RJ","7080","06","ANANIAS FRANCISCO DE SOUZA","SUPLENTE","70","PARTIDO TRABALHISTA DO BRASIL","PT DO B","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,569,0,148984,231139,264597,41,30,48267,0,48267,-82,0.22
"1550","0010469","1998","RJ","RJ","7071","06","SYRLENE CALDEIRA CARVALHO","SUPLENTE","70","PARTIDO TRABALHISTA DO BRASIL","PT DO B","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,507,0,148984,231139,264597,42,31,48329,0,48329,-62,0.19
"1551","0009457","1998","RJ","RJ","7074","06","JOSE RONALDO COSTA MACHADO","SUPLENTE","70","PARTIDO TRABALHISTA DO BRASIL","PT DO B","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,499,0,148984,231139,264597,43,32,48337,0,48337,-8,0.19
"1552","0009294","1998","RJ","RJ","4322","06","GILBERTO TEIXEIRA DE LIMA","SUPLENTE","43","PARTIDO VERDE","PV","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,426,0,55659,231139,264597,44,4,48410,0,48410,-73,0.16
"1553","0009900","1998","RJ","RJ","7099","06","LUIZ DE ARAUJO DRUMOND","SUPLENTE","70","PARTIDO TRABALHISTA DO BRASIL","PT DO B","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,396,0,148984,231139,264597,45,33,48440,0,48440,-30,0.15
"1554","0009203","1998","RJ","RJ","7008","06","JORGE DA SILVA PACHECO","SUPLENTE","70","PARTIDO TRABALHISTA DO BRASIL","PT DO B","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,392,0,148984,231139,264597,46,34,48444,0,48444,-4,0.15
"1555","0009020","1998","RJ","RJ","7068","06","JOÃO PEDRO LOPES E SILVA","SUPLENTE","70","PARTIDO TRABALHISTA DO BRASIL","PT DO B","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,391,0,148984,231139,264597,47,35,48445,0,48445,-1,0.15
"1556","0010533","1998","RJ","RJ","7006","06","JOSÉ GERALDO DE SOUZA","SUPLENTE","70","PARTIDO TRABALHISTA DO BRASIL","PT DO B","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,358,0,148984,231139,264597,48,36,48478,0,48478,-33,0.14
"1557","0009161","1998","RJ","RJ","7009","06","EVANIR RIBEIRO","SUPLENTE","70","PARTIDO TRABALHISTA DO BRASIL","PT DO B","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,311,0,148984,231139,264597,49,37,48525,0,48525,-47,0.12
"1558","0009070","1998","RJ","RJ","7077","06","MARIA DA CONCEIÇÃO BANDEIRA SILVA","SUPLENTE","70","PARTIDO TRABALHISTA DO BRASIL","PT DO B","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,300,0,148984,231139,264597,50,38,48536,0,48536,-11,0.11
"1559","0009031","1998","RJ","RJ","7060","06","JOÃO TOMIAZZI NETO","SUPLENTE","70","PARTIDO TRABALHISTA DO BRASIL","PT DO B","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,266,0,148984,231139,264597,51,39,48570,0,48570,-34,0.1
"1560","0010635","1998","RJ","RJ","7078","06","VENCESLAU PERES DE SOUZA","SUPLENTE","70","PARTIDO TRABALHISTA DO BRASIL","PT DO B","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,238,0,148984,231139,264597,52,40,48598,0,48598,-28,0.09
"1561","0010452","1998","RJ","RJ","7018","06","ENIO RAYMUNDO GOULART","SUPLENTE","70","PARTIDO TRABALHISTA DO BRASIL","PT DO B","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,193,0,148984,231139,264597,53,41,48643,0,48643,-45,0.07
"1562","0010166","1998","RJ","RJ","7030","06","ANTONIO JOSE MEDEIROS DE ALMEIDA","SUPLENTE","70","PARTIDO TRABALHISTA DO BRASIL","PT DO B","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,169,0,148984,231139,264597,54,42,48667,0,48667,-24,0.06
"1563","0009042","1998","RJ","RJ","7098","06","ALCEBIADES TRANCOSO DA SILVA","SUPLENTE","70","PARTIDO TRABALHISTA DO BRASIL","PT DO B","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,125,0,148984,231139,264597,55,43,48711,0,48711,-44,0.05
"1564","0009090","1998","RJ","RJ","1825","06","LUIZ COSME SOARES DOS SANTOS","SUPLENTE","18","PARTIDO SOCIAL TRABALHISTA","PST","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,92,0,1802,231139,264597,56,2,48744,0,48744,-33,0.03
"1565","0010516","1998","RJ","RJ","4302","06","LEO LUIZ DE OLIVEIRA","SUPLENTE","43","PARTIDO VERDE","PV","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,79,0,55659,231139,264597,57,5,48757,0,48757,-13,0.03
"1566","0009766","1998","RJ","RJ","7075","06","NELSON LUIZ REZENDE DE CASTRO","SUPLENTE","70","PARTIDO TRABALHISTA DO BRASIL","PT DO B","COLIGAÇÃO","PSL / PSN / PST / PT DO B / PV","-30000000000","COLIGAÇÃO NOVO SECULO","PSL / PST / PSN / PV / PT DO B","COLIGAÇÃO NOVO SECULO",1,"033",5,33458,45,0,148984,231139,264597,58,44,48791,0,48791,-34,0.02
"1567","0009027","1998","RJ","RJ","1222","06","MIRO TEIXEIRA","ELEITO","12","PARTIDO DEMOCRÁTICO TRABALHISTA","PDT","COLIGAÇÃO","PC DO B / PCB / PDT","-30000000000","COLIGAÇÃO PROPORCIONAL MUDA RIO (PDT/PC DO B/PCB)","PDT / PCB / PC DO B","COLIGAÇÃO PROPORCIONAL MUDA RIO (PDT/PC DO B/PCB)",1,"040",3,208574,263015,0,834192,952138,1160712,1,1,-226319,0,226319,NA,22.66
"1568","0010712","1998","RJ","RJ","6565","06","JANDIRA FEGHALI","ELEITO","65","PARTIDO COMUNISTA DO BRASIL","PC DO B","COLIGAÇÃO","PC DO B / PCB / PDT","-30000000000","COLIGAÇÃO PROPORCIONAL MUDA RIO (PDT/PC DO B/PCB)","PDT / PCB / PC DO B","COLIGAÇÃO PROPORCIONAL MUDA RIO (PDT/PC DO B/PCB)",1,"040",3,208574,105307,0,110647,952138,1160712,2,1,-68611,0,68611,-157708,9.07
"1569","0009874","1998","RJ","RJ","1213","06","JOÃO CARLOS DE ALMEIDA SAMPAIO","ELEITO","12","PARTIDO DEMOCRÁTICO TRABALHISTA","PDT","COLIGAÇÃO","PC DO B / PCB / PDT","-30000000000","COLIGAÇÃO PROPORCIONAL MUDA RIO (PDT/PC DO B/PCB)","PDT / PCB / PC DO B","COLIGAÇÃO PROPORCIONAL MUDA RIO (PDT/PC DO B/PCB)",1,"040",3,208574,80489,0,834192,952138,1160712,3,2,-43793,0,43793,-24818,6.93
"1570","0009169","1998","RJ","RJ","1223","06","EBER SILVA","ELEITO","12","PARTIDO DEMOCRÁTICO TRABALHISTA","PDT","COLIGAÇÃO","PC DO B / PCB / PDT","-30000000000","COLIGAÇÃO PROPORCIONAL MUDA RIO (PDT/PC DO B/PCB)","PDT / PCB / PC DO B","COLIGAÇÃO PROPORCIONAL MUDA RIO (PDT/PC DO B/PCB)",1,"040",3,208574,53828,0,834192,952138,1160712,4,3,-17132,0,17132,-26661,4.64
"1571","0009043","1998","RJ","RJ","1234","06","CORNELIO RIBEIRO","ELEITO","12","PARTIDO DEMOCRÁTICO TRABALHISTA","PDT","COLIGAÇÃO","PC DO B / PCB / PDT","-30000000000","COLIGAÇÃO PROPORCIONAL MUDA RIO (PDT/PC DO B/PCB)","PDT / PCB / PC DO B","COLIGAÇÃO PROPORCIONAL MUDA RIO (PDT/PC DO B/PCB)",1,"040",3,208574,52257,0,834192,952138,1160712,5,4,-15561,0,15561,-1571,4.5
"1572","0010033","1998","RJ","RJ","1245","06","VANDERLEY MARTINS DE BRITO","ELEITO","12","PARTIDO DEMOCRÁTICO TRABALHISTA","PDT","COLIGAÇÃO","PC DO B / PCB / PDT","-30000000000","COLIGAÇÃO PROPORCIONAL MUDA RIO (PDT/PC DO B/PCB)","PDT / PCB / PC DO B","COLIGAÇÃO PROPORCIONAL MUDA RIO (PDT/PC DO B/PCB)",1,"040",3,208574,46431,0,834192,952138,1160712,6,5,-9735,0,9735,-5826,4
"1573","0010785","1998","RJ","RJ","1235","06","MIRIAM SANTOS MANCEBO REID","ELEITO","12","PARTIDO DEMOCRÁTICO TRABALHISTA","PDT","COLIGAÇÃO","PC DO B / PCB / PDT","-30000000000","COLIGAÇÃO PROPORCIONAL MUDA RIO (PDT/PC DO B/PCB)","PDT / PCB / PC DO B","COLIGAÇÃO PROPORCIONAL MUDA RIO (PDT/PC DO B/PCB)",1,"040",3,208574,43939,0,834192,952138,1160712,7,6,-7243,0,7243,-2492,3.79
"1574","0010766","1998","RJ","RJ","1211","06","VIVALDO VIEIRA BARBOSA","MÉDIA","12","PARTIDO DEMOCRÁTICO TRABALHISTA","PDT","COLIGAÇÃO","PC DO B / PCB / PDT","-30000000000","COLIGAÇÃO PROPORCIONAL MUDA RIO (PDT/PC DO B/PCB)","PDT / PCB / PC DO B","COLIGAÇÃO PROPORCIONAL MUDA RIO (PDT/PC DO B/PCB)",1,"040",3,208574,36696,0,834192,952138,1160712,8,7,0,1,0,-7243,3.16
"1575","0010379","1998","RJ","RJ","1292","06","FERNANDO LOPES DE ALMEIDA","SUPLENTE","12","PARTIDO DEMOCRÁTICO TRABALHISTA","PDT","COLIGAÇÃO","PC DO B / PCB / PDT","-30000000000","COLIGAÇÃO PROPORCIONAL MUDA RIO (PDT/PC DO B/PCB)","PDT / PCB / PC DO B","COLIGAÇÃO PROPORCIONAL MUDA RIO (PDT/PC DO B/PCB)",1,"040",3,208574,35913,0,834192,952138,1160712,9,8,783,0,783,-783,3.09
"1576","0010029","1998","RJ","RJ","1208","06","CELSO ALENCAR RAMOS JACOB","SUPLENTE","12","PARTIDO DEMOCRÁTICO TRABALHISTA","PDT","COLIGAÇÃO","PC DO B / PCB / PDT","-30000000000","COLIGAÇÃO PROPORCIONAL MUDA RIO (PDT/PC DO B/PCB)","PDT / PCB / PC DO B","COLIGAÇÃO PROPORCIONAL MUDA RIO (PDT/PC DO B/PCB)",1,"040",3,208574,30760,0,834192,952138,1160712,10,9,5936,0,5936,-5153,2.65
"1577","0010365","1998","RJ","RJ","1265","06","LUIZ ALFREDO SALOMÃO","SUPLENTE","12","PARTIDO DEMOCRÁTICO TRABALHISTA","PDT","COLIGAÇÃO","PC DO B / PCB / PDT","-30000000000","COLIGAÇÃO PROPORCIONAL MUDA RIO (PDT/PC DO B/PCB)","PDT / PCB / PC DO B","COLIGAÇÃO PROPORCIONAL MUDA RIO (PDT/PC DO B/PCB)",1,"040",3,208574,30264,0,834192,952138,1160712,11,10,6432,0,6432,-496,2.61
"1578","0009802","1998","RJ","RJ","1221","06","SERGIO FADEL","SUPLENTE","12","PARTIDO DEMOCRÁTICO TRABALHISTA","PDT","COLIGAÇÃO","PC DO B / PCB / PDT","-30000000000","COLIGAÇÃO PROPORCIONAL MUDA RIO (PDT/PC DO B/PCB)","PDT / PCB / PC DO B","COLIGAÇÃO PROPORCIONAL MUDA RIO (PDT/PC DO B/PCB)",1,"040",3,208574,26784,0,834192,952138,1160712,12,11,9912,0,9912,-3480,2.31
"1579","0009882","1998","RJ","RJ","1212","06","JOSÉ MAURÍCIO LINHARES BARRETO","SUPLENTE","12","PARTIDO DEMOCRÁTICO TRABALHISTA","PDT","COLIGAÇÃO","PC DO B / PCB / PDT","-30000000000","COLIGAÇÃO PROPORCIONAL MUDA RIO (PDT/PC DO B/PCB)","PDT / PCB / PC DO B","COLIGAÇÃO PROPORCIONAL MUDA RIO (PDT/PC DO B/PCB)",1,"040",3,208574,22452,0,834192,952138,1160712,13,12,14244,0,14244,-4332,1.93
"1580","0010156","1998","RJ","RJ","1214","06","MAIR DE VASCONCELLOS ROSA","SUPLENTE","12","PARTIDO DEMOCRÁTICO TRABALHISTA","PDT","COLIGAÇÃO","PC DO B / PCB / PDT","-30000000000","COLIGAÇÃO PROPORCIONAL MUDA RIO (PDT/PC DO B/PCB)","PDT / PCB / PC DO B","COLIGAÇÃO PROPORCIONAL MUDA RIO (PDT/PC DO B/PCB)",1,"040",3,208574,22214,0,834192,952138,1160712,14,13,14482,0,14482,-238,1.91
"1581","0010392","1998","RJ","RJ","1236","06","MARINO CLINGER TOLEDO NETTO","SUPLENTE","12","PARTIDO DEMOCRÁTICO TRABALHISTA","PDT","COLIGAÇÃO","PC DO B / PCB / PDT","-30000000000","COLIGAÇÃO PROPORCIONAL MUDA RIO (PDT/PC DO B/PCB)","PDT / PCB / PC DO B","COLIGAÇÃO PROPORCIONAL MUDA RIO (PDT/PC DO B/PCB)",1,"040",3,208574,19002,0,834192,952138,1160712,15,14,17694,0,17694,-3212,1.64
